0.00.550.402 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.550.408 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.550.411 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.550.412 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.550.413 W model has unused tensor blk.64.attn_v.weight (size = 3604480 bytes) -- ignoring
0.00.550.417 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.550.418 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.550.420 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.550.422 W model has unused tensor blk.64.ffn_gate.weight (size = 61276160 bytes) -- ignoring
0.00.550.423 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.550.424 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.550.426 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 36044800 bytes) -- ignoring
0.00.550.428 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.550.429 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.550.432 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.02.940.557 I 
0.02.940.632 I system_info: n_threads = 16 (n_threads_batch = 16) / 32 | CUDA : ARCHS = 1200 | USE_GRAPHS = 1 | BLACKWELL_NATIVE_FP4 = 1 | CPU : SSE3 = 1 | SSSE3 = 1 | AVX = 1 | AVX_VNNI = 1 | AVX2 = 1 | F16C = 1 | FMA = 1 | BMI2 = 1 | AVX512 = 1 | AVX512_VBMI = 1 | AVX512_VNNI = 1 | AVX512_BF16 = 1 | LLAMAFILE = 1 | OPENMP = 1 | REPACK = 1 | 
0.02.944.849 I hellaswag_score : loaded 10042 tasks from prompt.
0.02.944.852 I ================================= is_spm = 0
0.02.944.853 I hellaswag_score : selecting 10042 randomized tasks.
0.05.630.252 I hellaswag_score : calculating hellaswag score over selected tasks.

task	acc_norm	95% confidence interval
2058	82.79883382%	[81.1076%, 84.3678%]
2059	82.80718796%	[81.1167%, 84.3755%]
2060	82.81553398%	[81.1258%, 84.3831%]
2061	82.82387191%	[81.1348%, 84.3908%]
2062	82.83220175%	[81.1439%, 84.3984%]
2063	82.84052351%	[81.1529%, 84.4061%]
2064	82.84883721%	[81.1619%, 84.4137%]
2065	82.80871671%	[81.1208%, 84.3748%]
2066	82.81703775%	[81.1299%, 84.3824%]
2067	82.77697146%	[81.0888%, 84.3435%]
2068	82.78529981%	[81.0978%, 84.3512%]
2069	82.79362011%	[81.1069%, 84.3588%]
2070	82.80193237%	[81.1159%, 84.3664%]
2071	82.81023660%	[81.1249%, 84.3741%]
2072	82.81853282%	[81.1339%, 84.3817%]
2073	82.77858177%	[81.0930%, 84.3429%]
2074	82.78688525%	[81.1020%, 84.3505%]
2075	82.79518072%	[81.1110%, 84.3581%]
2076	82.80346821%	[81.1200%, 84.3657%]
2077	82.81174771%	[81.1290%, 84.3733%]
2078	82.77189605%	[81.0882%, 84.3347%]
2079	82.73208273%	[81.0474%, 84.2961%]
2080	82.74038462%	[81.0564%, 84.3037%]
2081	82.74867852%	[81.0654%, 84.3113%]
2082	82.75696446%	[81.0744%, 84.3189%]
2083	82.71723476%	[81.0337%, 84.2803%]
2084	82.72552783%	[81.0427%, 84.2880%]
2085	82.68585132%	[81.0020%, 84.2495%]
2086	82.69415149%	[81.0110%, 84.2571%]
2087	82.70244370%	[81.0200%, 84.2647%]
2088	82.71072797%	[81.0290%, 84.2723%]
2089	82.71900431%	[81.0380%, 84.2799%]
2090	82.72727273%	[81.0470%, 84.2875%]
2091	82.73553324%	[81.0560%, 84.2951%]
2092	82.74378585%	[81.0649%, 84.3026%]
2093	82.75203058%	[81.0739%, 84.3102%]
2094	82.76026743%	[81.0828%, 84.3178%]
2095	82.76849642%	[81.0917%, 84.3253%]
2096	82.77671756%	[81.1007%, 84.3328%]
2097	82.73724368%	[81.0602%, 84.2945%]
2098	82.74547188%	[81.0691%, 84.3021%]
2099	82.75369223%	[81.0781%, 84.3096%]
2100	82.76190476%	[81.0870%, 84.3172%]
2101	82.72251309%	[81.0466%, 84.2790%]
2102	82.73073264%	[81.0555%, 84.2865%]
2103	82.73894437%	[81.0645%, 84.2940%]
2104	82.74714829%	[81.0734%, 84.3016%]
2105	82.75534442%	[81.0823%, 84.3091%]
2106	82.71604938%	[81.0420%, 84.2710%]
2107	82.72425249%	[81.0509%, 84.2785%]
2108	82.73244782%	[81.0598%, 84.2860%]
2109	82.69321954%	[81.0196%, 84.2480%]
2110	82.70142180%	[81.0285%, 84.2555%]
2111	82.70961630%	[81.0374%, 84.2630%]
2112	82.71780303%	[81.0463%, 84.2705%]
2113	82.67865594%	[81.0062%, 84.2325%]
2114	82.68684957%	[81.0151%, 84.2401%]
2115	82.69503546%	[81.0239%, 84.2476%]
2116	82.70321361%	[81.0328%, 84.2551%]
2117	82.71138403%	[81.0417%, 84.2626%]
2118	82.71954674%	[81.0505%, 84.2701%]
2119	82.68050967%	[81.0105%, 84.2322%]
2120	82.68867925%	[81.0194%, 84.2397%]
2121	82.69684111%	[81.0283%, 84.2472%]
2122	82.70499529%	[81.0371%, 84.2547%]
2123	82.71314178%	[81.0459%, 84.2622%]
2124	82.72128060%	[81.0548%, 84.2697%]
2125	82.72941176%	[81.0636%, 84.2771%]
2126	82.73753528%	[81.0724%, 84.2846%]
2127	82.74565115%	[81.0812%, 84.2920%]
2128	82.75375940%	[81.0900%, 84.2995%]
2129	82.76186003%	[81.0988%, 84.3069%]
2130	82.76995305%	[81.1076%, 84.3144%]
2131	82.77803848%	[81.1163%, 84.3218%]
2132	82.78611632%	[81.1251%, 84.3292%]
2133	82.79418659%	[81.1339%, 84.3366%]
2134	82.80224930%	[81.1426%, 84.3440%]
2135	82.76346604%	[81.1029%, 84.3064%]
2136	82.77153558%	[81.1116%, 84.3138%]
2137	82.73280299%	[81.0719%, 84.2762%]
2138	82.74087933%	[81.0807%, 84.2836%]
2139	82.74894811%	[81.0894%, 84.2910%]
2140	82.75700935%	[81.0982%, 84.2984%]
2141	82.71835591%	[81.0586%, 84.2609%]
2142	82.72642390%	[81.0673%, 84.2683%]
2143	82.73448437%	[81.0761%, 84.2757%]
2144	82.74253731%	[81.0848%, 84.2831%]
2145	82.75058275%	[81.0935%, 84.2905%]
2146	82.75862069%	[81.1023%, 84.2979%]
2147	82.76665114%	[81.1110%, 84.3053%]
2148	82.77467412%	[81.1197%, 84.3127%]
2149	82.78268962%	[81.1284%, 84.3200%]
2150	82.79069767%	[81.1370%, 84.3274%]
2151	82.79869828%	[81.1457%, 84.3347%]
2152	82.80669145%	[81.1544%, 84.3421%]
2153	82.76823038%	[81.1150%, 84.3047%]
2154	82.77623027%	[81.1237%, 84.3121%]
2155	82.78422274%	[81.1323%, 84.3194%]
2156	82.79220779%	[81.1410%, 84.3268%]
2157	82.80018544%	[81.1496%, 84.3341%]
2158	82.80815570%	[81.1583%, 84.3414%]
2159	82.81611857%	[81.1669%, 84.3487%]
2160	82.77777778%	[81.1276%, 84.3115%]
2161	82.78574734%	[81.1363%, 84.3189%]
2162	82.74745606%	[81.0971%, 84.2817%]
2163	82.75543227%	[81.1057%, 84.2890%]
2164	82.76340111%	[81.1143%, 84.2963%]
2165	82.77136259%	[81.1230%, 84.3037%]
2166	82.77931671%	[81.1316%, 84.3110%]
2167	82.78726350%	[81.1402%, 84.3183%]
2168	82.79520295%	[81.1488%, 84.3256%]
2169	82.80313509%	[81.1574%, 84.3329%]
2170	82.81105991%	[81.1660%, 84.3401%]
2171	82.81897743%	[81.1746%, 84.3474%]
2172	82.82688766%	[81.1832%, 84.3547%]
2173	82.83479061%	[81.1917%, 84.3619%]
2174	82.79668813%	[81.1527%, 84.3250%]
2175	82.80459770%	[81.1613%, 84.3322%]
2176	82.81250000%	[81.1699%, 84.3395%]
2177	82.77446027%	[81.1309%, 84.3026%]
2178	82.78236915%	[81.1395%, 84.3098%]
2179	82.74437816%	[81.1006%, 84.2730%]
2180	82.75229358%	[81.1091%, 84.2802%]
2181	82.76020174%	[81.1177%, 84.2875%]
2182	82.76810266%	[81.1263%, 84.2948%]
2183	82.77599634%	[81.1348%, 84.3020%]
2184	82.73809524%	[81.0960%, 84.2652%]
2185	82.74599542%	[81.1046%, 84.2725%]
2186	82.75388838%	[81.1131%, 84.2797%]
2187	82.76177412%	[81.1217%, 84.2870%]
2188	82.76965265%	[81.1302%, 84.2942%]
2189	82.77752398%	[81.1387%, 84.3015%]
2190	82.73972603%	[81.1000%, 84.2648%]
2191	82.70196257%	[81.0613%, 84.2281%]
2192	82.66423358%	[81.0227%, 84.1915%]
2193	82.62653899%	[80.9841%, 84.1549%]
2194	82.63445761%	[80.9927%, 84.1622%]
2195	82.64236902%	[81.0013%, 84.1694%]
2196	82.65027322%	[81.0098%, 84.1767%]
2197	82.65817023%	[81.0184%, 84.1840%]
2198	82.62056415%	[80.9799%, 84.1474%]
2199	82.62846749%	[80.9884%, 84.1547%]
2200	82.59090909%	[80.9500%, 84.1182%]
2201	82.59881872%	[80.9585%, 84.1255%]
2202	82.60672116%	[80.9671%, 84.1328%]
2203	82.61461643%	[80.9756%, 84.1400%]
2204	82.62250454%	[80.9842%, 84.1473%]
2205	82.63038549%	[80.9927%, 84.1546%]
2206	82.63825929%	[81.0012%, 84.1618%]
2207	82.60081559%	[80.9629%, 84.1254%]
2208	82.60869565%	[80.9714%, 84.1327%]
2209	82.61656858%	[80.9800%, 84.1399%]
2210	82.62443439%	[80.9885%, 84.1472%]
2211	82.63229308%	[80.9970%, 84.1544%]
2212	82.64014467%	[81.0055%, 84.1616%]
2213	82.64798915%	[81.0140%, 84.1688%]
2214	82.65582656%	[81.0225%, 84.1761%]
2215	82.66365688%	[81.0309%, 84.1833%]
2216	82.67148014%	[81.0394%, 84.1905%]
2217	82.67929635%	[81.0479%, 84.1977%]
2218	82.68710550%	[81.0563%, 84.2048%]
2219	82.69490762%	[81.0648%, 84.2120%]
2220	82.70270270%	[81.0732%, 84.2192%]
2221	82.71049077%	[81.0817%, 84.2264%]
2222	82.71827183%	[81.0901%, 84.2335%]
2223	82.72604588%	[81.0985%, 84.2407%]
2224	82.68884892%	[81.0604%, 84.2046%]
2225	82.69662921%	[81.0688%, 84.2117%]
2226	82.70440252%	[81.0773%, 84.2189%]
2227	82.71216884%	[81.0857%, 84.2260%]
2228	82.71992819%	[81.0941%, 84.2332%]
2229	82.72768057%	[81.1025%, 84.2403%]
2230	82.73542601%	[81.1108%, 84.2474%]
2231	82.74316450%	[81.1192%, 84.2545%]
2232	82.75089606%	[81.1276%, 84.2617%]
2233	82.71383789%	[81.0897%, 84.2257%]
2234	82.72157565%	[81.0980%, 84.2328%]
2235	82.72930649%	[81.1064%, 84.2399%]
2236	82.73703041%	[81.1148%, 84.2470%]
2237	82.70004470%	[81.0769%, 84.2111%]
2238	82.70777480%	[81.0853%, 84.2182%]
2239	82.71549799%	[81.0936%, 84.2253%]
2240	82.72321429%	[81.1020%, 84.2324%]
2241	82.73092369%	[81.1103%, 84.2395%]
2242	82.73862623%	[81.1187%, 84.2466%]
2243	82.74632189%	[81.1270%, 84.2537%]
2244	82.75401070%	[81.1353%, 84.2608%]
2245	82.76169265%	[81.1436%, 84.2678%]
2246	82.76936776%	[81.1519%, 84.2749%]
2247	82.73253227%	[81.1142%, 84.2391%]
2248	82.74021352%	[81.1225%, 84.2462%]
2249	82.74788795%	[81.1308%, 84.2533%]
2250	82.75555556%	[81.1391%, 84.2603%]
2251	82.76321635%	[81.1474%, 84.2674%]
2252	82.72646536%	[81.1098%, 84.2317%]
2253	82.73413227%	[81.1181%, 84.2387%]
2254	82.74179237%	[81.1264%, 84.2458%]
2255	82.74944568%	[81.1347%, 84.2528%]
2256	82.75709220%	[81.1430%, 84.2599%]
2257	82.76473195%	[81.1512%, 84.2669%]
2258	82.77236492%	[81.1595%, 84.2739%]
2259	82.77999115%	[81.1677%, 84.2809%]
2260	82.78761062%	[81.1760%, 84.2880%]
2261	82.79522335%	[81.1842%, 84.2950%]
2262	82.75862069%	[81.1467%, 84.2594%]
2263	82.76623951%	[81.1550%, 84.2664%]
2264	82.77385159%	[81.1632%, 84.2734%]
2265	82.78145695%	[81.1715%, 84.2804%]
2266	82.74492498%	[81.1341%, 84.2450%]
2267	82.75253639%	[81.1423%, 84.2520%]
2268	82.76014109%	[81.1505%, 84.2590%]
2269	82.76773909%	[81.1587%, 84.2660%]
2270	82.77533040%	[81.1670%, 84.2730%]
2271	82.73888155%	[81.1296%, 84.2375%]
2272	82.74647887%	[81.1379%, 84.2445%]
2273	82.75406951%	[81.1461%, 84.2515%]
2274	82.76165347%	[81.1543%, 84.2585%]
2275	82.76923077%	[81.1625%, 84.2655%]
2276	82.77680141%	[81.1707%, 84.2725%]
2277	82.78436539%	[81.1789%, 84.2794%]
2278	82.79192274%	[81.1870%, 84.2864%]
2279	82.79947345%	[81.1952%, 84.2933%]
2280	82.76315789%	[81.1580%, 84.2581%]
2281	82.77071460%	[81.1662%, 84.2650%]
2282	82.73444347%	[81.1291%, 84.2298%]
2283	82.74200613%	[81.1373%, 84.2368%]
2284	82.74956217%	[81.1454%, 84.2437%]
2285	82.75711160%	[81.1536%, 84.2507%]
2286	82.76465442%	[81.1618%, 84.2576%]
2287	82.77219064%	[81.1699%, 84.2646%]
2288	82.77972028%	[81.1781%, 84.2715%]
2289	82.78724334%	[81.1862%, 84.2784%]
2290	82.79475983%	[81.1943%, 84.2854%]
2291	82.80226975%	[81.2025%, 84.2923%]
2292	82.76614311%	[81.1655%, 84.2572%]
2293	82.77365896%	[81.1736%, 84.2641%]
2294	82.78116827%	[81.1817%, 84.2710%]
2295	82.78867102%	[81.1898%, 84.2779%]
2296	82.75261324%	[81.1529%, 84.2429%]
2297	82.76012190%	[81.1610%, 84.2498%]
2298	82.72410792%	[81.1242%, 84.2148%]
2299	82.68812527%	[81.0873%, 84.1798%]
2300	82.69565217%	[81.0955%, 84.1868%]
2301	82.70317253%	[81.1036%, 84.1937%]
2302	82.71068636%	[81.1117%, 84.2006%]
2303	82.71819366%	[81.1199%, 84.2076%]
2304	82.72569444%	[81.1280%, 84.2145%]
2305	82.68980477%	[81.0912%, 84.1796%]
2306	82.69731136%	[81.0994%, 84.1865%]
2307	82.70481144%	[81.1075%, 84.1934%]
2308	82.71230503%	[81.1156%, 84.2003%]
2309	82.71979212%	[81.1237%, 84.2072%]
2310	82.72727273%	[81.1317%, 84.2141%]
2311	82.69147555%	[81.0951%, 84.1793%]
2312	82.69896194%	[81.1032%, 84.1862%]
2313	82.70644185%	[81.1113%, 84.1931%]
2314	82.71391530%	[81.1194%, 84.2000%]
2315	82.72138229%	[81.1274%, 84.2069%]
2316	82.72884283%	[81.1355%, 84.2138%]
2317	82.73629694%	[81.1436%, 84.2207%]
2318	82.74374461%	[81.1516%, 84.2275%]
2319	82.75118586%	[81.1597%, 84.2344%]
2320	82.75862069%	[81.1677%, 84.2412%]
2321	82.76604912%	[81.1757%, 84.2481%]
2322	82.77347115%	[81.1838%, 84.2549%]
2323	82.78088678%	[81.1918%, 84.2618%]
2324	82.78829604%	[81.1998%, 84.2686%]
2325	82.79569892%	[81.2078%, 84.2754%]
2326	82.76010318%	[81.1714%, 84.2408%]
2327	82.72453803%	[81.1350%, 84.2063%]
2328	82.73195876%	[81.1430%, 84.2131%]
2329	82.73937312%	[81.1510%, 84.2199%]
2330	82.70386266%	[81.1146%, 84.1854%]
2331	82.66838267%	[81.0783%, 84.1509%]
2332	82.67581475%	[81.0864%, 84.1578%]
2333	82.68324046%	[81.0944%, 84.1646%]
2334	82.69065981%	[81.1024%, 84.1715%]
2335	82.65524625%	[81.0662%, 84.1370%]
2336	82.66267123%	[81.0742%, 84.1439%]
2337	82.67008986%	[81.0822%, 84.1507%]
2338	82.67750214%	[81.0902%, 84.1576%]
2339	82.68490808%	[81.0982%, 84.1644%]
2340	82.69230769%	[81.1062%, 84.1712%]
2341	82.69970098%	[81.1142%, 84.1780%]
2342	82.70708796%	[81.1222%, 84.1849%]
2343	82.71446863%	[81.1302%, 84.1917%]
2344	82.72184300%	[81.1381%, 84.1985%]
2345	82.72921109%	[81.1461%, 84.2053%]
2346	82.73657289%	[81.1541%, 84.2121%]
2347	82.74392842%	[81.1620%, 84.2188%]
2348	82.75127768%	[81.1699%, 84.2256%]
2349	82.75862069%	[81.1779%, 84.2324%]
2350	82.76595745%	[81.1858%, 84.2392%]
2351	82.77328796%	[81.1937%, 84.2459%]
2352	82.78061224%	[81.2017%, 84.2527%]
2353	82.74543136%	[81.1656%, 84.2185%]
2354	82.71028037%	[81.1297%, 84.1843%]
2355	82.71762208%	[81.1376%, 84.1911%]
2356	82.68251273%	[81.1017%, 84.1569%]
2357	82.68985999%	[81.1096%, 84.1637%]
2358	82.69720102%	[81.1175%, 84.1705%]
2359	82.66214498%	[81.0817%, 84.1364%]
2360	82.66949153%	[81.0896%, 84.1432%]
2361	82.67683185%	[81.0975%, 84.1500%]
2362	82.68416596%	[81.1055%, 84.1567%]
2363	82.69149386%	[81.1134%, 84.1635%]
2364	82.69881557%	[81.1213%, 84.1702%]
2365	82.66384778%	[81.0855%, 84.1363%]
2366	82.67117498%	[81.0934%, 84.1430%]
2367	82.67849599%	[81.1013%, 84.1498%]
2368	82.68581081%	[81.1092%, 84.1565%]
2369	82.69311946%	[81.1171%, 84.1633%]
2370	82.70042194%	[81.1250%, 84.1700%]
2371	82.66554197%	[81.0893%, 84.1361%]
2372	82.67284992%	[81.0972%, 84.1428%]
2373	82.68015171%	[81.1051%, 84.1496%]
2374	82.68744735%	[81.1130%, 84.1563%]
2375	82.69473684%	[81.1208%, 84.1630%]
2376	82.70202020%	[81.1287%, 84.1698%]
2377	82.70929743%	[81.1366%, 84.1765%]
2378	82.71656854%	[81.1444%, 84.1832%]
2379	82.72383354%	[81.1523%, 84.1899%]
2380	82.73109244%	[81.1601%, 84.1966%]
2381	82.69634607%	[81.1246%, 84.1628%]
2382	82.70361041%	[81.1324%, 84.1695%]
2383	82.66890474%	[81.0969%, 84.1358%]
2384	82.67617450%	[81.1047%, 84.1425%]
2385	82.68343816%	[81.1126%, 84.1492%]
2386	82.69069573%	[81.1204%, 84.1559%]
2387	82.69794721%	[81.1283%, 84.1626%]
2388	82.70519263%	[81.1361%, 84.1693%]
2389	82.71243198%	[81.1439%, 84.1759%]
2390	82.71966527%	[81.1517%, 84.1826%]
2391	82.72689251%	[81.1595%, 84.1893%]
2392	82.69230769%	[81.1241%, 84.1557%]
2393	82.69954033%	[81.1319%, 84.1623%]
2394	82.70676692%	[81.1397%, 84.1690%]
2395	82.67223382%	[81.1044%, 84.1354%]
2396	82.67946578%	[81.1122%, 84.1421%]
2397	82.68669170%	[81.1200%, 84.1488%]
2398	82.69391159%	[81.1278%, 84.1554%]
2399	82.65944143%	[81.0925%, 84.1219%]
2400	82.66666667%	[81.1003%, 84.1286%]
2401	82.67388588%	[81.1081%, 84.1352%]
2402	82.68109908%	[81.1159%, 84.1419%]
2403	82.68830628%	[81.1237%, 84.1486%]
2404	82.69550749%	[81.1315%, 84.1552%]
2405	82.70270270%	[81.1392%, 84.1619%]
2406	82.70989194%	[81.1470%, 84.1685%]
2407	82.71707520%	[81.1548%, 84.1751%]
2408	82.72425249%	[81.1625%, 84.1818%]
2409	82.68991283%	[81.1274%, 84.1484%]
2410	82.69709544%	[81.1351%, 84.1550%]
2411	82.66279552%	[81.1000%, 84.1216%]
2412	82.66998342%	[81.1078%, 84.1283%]
2413	82.67716535%	[81.1156%, 84.1349%]
2414	82.68434134%	[81.1233%, 84.1415%]
2415	82.65010352%	[81.0883%, 84.1082%]
2416	82.65728477%	[81.0960%, 84.1149%]
2417	82.62308647%	[81.0610%, 84.0816%]
2418	82.63027295%	[81.0688%, 84.0882%]
2419	82.63745349%	[81.0765%, 84.0949%]
2420	82.60330579%	[81.0416%, 84.0617%]
2421	82.61049153%	[81.0494%, 84.0683%]
2422	82.61767135%	[81.0571%, 84.0749%]
2423	82.58357408%	[81.0222%, 84.0418%]
2424	82.54950495%	[80.9874%, 84.0086%]
2425	82.55670103%	[80.9952%, 84.0153%]
2426	82.56389118%	[81.0029%, 84.0219%]
2427	82.57107540%	[81.0107%, 84.0285%]
2428	82.57825371%	[81.0184%, 84.0352%]
2429	82.58542610%	[81.0261%, 84.0418%]
2430	82.59259259%	[81.0339%, 84.0484%]
2431	82.55861785%	[80.9991%, 84.0154%]
2432	82.52467105%	[80.9644%, 83.9823%]
2433	82.53185368%	[80.9722%, 83.9890%]
2434	82.53903040%	[80.9799%, 83.9956%]
2435	82.54620123%	[80.9876%, 84.0022%]
2436	82.55336617%	[80.9954%, 84.0089%]
2437	82.56052524%	[81.0031%, 84.0155%]
2438	82.56767842%	[81.0108%, 84.0221%]
2439	82.57482575%	[81.0185%, 84.0287%]
2440	82.58196721%	[81.0262%, 84.0353%]
2441	82.54813601%	[80.9916%, 84.0024%]
2442	82.51433251%	[80.9570%, 83.9695%]
2443	82.52148997%	[80.9648%, 83.9761%]
2444	82.48772504%	[80.9302%, 83.9432%]
2445	82.49488753%	[80.9380%, 83.9499%]
2446	82.46116108%	[80.9035%, 83.9170%]
2447	82.46832857%	[80.9112%, 83.9237%]
2448	82.47549020%	[80.9189%, 83.9303%]
2449	82.44181298%	[80.8845%, 83.8975%]
2450	82.44897959%	[80.8922%, 83.9041%]
2451	82.45614035%	[80.8999%, 83.9108%]
2452	82.42251223%	[80.8656%, 83.8780%]
2453	82.38891154%	[80.8312%, 83.8453%]
2454	82.39608802%	[80.8389%, 83.8520%]
2455	82.40325866%	[80.8467%, 83.8586%]
2456	82.41042345%	[80.8544%, 83.8652%]
2457	82.37688238%	[80.8201%, 83.8326%]
2458	82.38405207%	[80.8278%, 83.8392%]
2459	82.39121594%	[80.8355%, 83.8458%]
2460	82.39837398%	[80.8433%, 83.8525%]
2461	82.36489232%	[80.8090%, 83.8199%]
2462	82.37205524%	[80.8167%, 83.8265%]
2463	82.33861145%	[80.7826%, 83.7939%]
2464	82.34577922%	[80.7903%, 83.8006%]
2465	82.31237323%	[80.7561%, 83.7680%]
2466	82.31954582%	[80.7639%, 83.7747%]
2467	82.32671261%	[80.7716%, 83.7813%]
2468	82.33387358%	[80.7793%, 83.7879%]
2469	82.34102876%	[80.7870%, 83.7946%]
2470	82.34817814%	[80.7947%, 83.8012%]
2471	82.31485229%	[80.7607%, 83.7687%]
2472	82.32200647%	[80.7684%, 83.7754%]
2473	82.32915487%	[80.7761%, 83.7820%]
2474	82.29587712%	[80.7420%, 83.7496%]
2475	82.30303030%	[80.7498%, 83.7562%]
2476	82.31017771%	[80.7574%, 83.7628%]
2477	82.27694792%	[80.7235%, 83.7304%]
2478	82.28410008%	[80.7312%, 83.7371%]
2479	82.25090762%	[80.6973%, 83.7047%]
2480	82.21774194%	[80.6634%, 83.6724%]
2481	82.22490931%	[80.6711%, 83.6791%]
2482	82.23207091%	[80.6788%, 83.6857%]
2483	82.23922674%	[80.6865%, 83.6923%]
2484	82.20611916%	[80.6527%, 83.6601%]
2485	82.21327968%	[80.6604%, 83.6667%]
2486	82.22043443%	[80.6681%, 83.6733%]
2487	82.22758343%	[80.6758%, 83.6800%]
2488	82.23472669%	[80.6835%, 83.6866%]
2489	82.24186420%	[80.6912%, 83.6932%]
2490	82.24899598%	[80.6988%, 83.6998%]
2491	82.25612204%	[80.7065%, 83.7064%]
2492	82.26324238%	[80.7142%, 83.7130%]
2493	82.27035700%	[80.7218%, 83.7196%]
2494	82.27746592%	[80.7295%, 83.7262%]
2495	82.28456914%	[80.7371%, 83.7327%]
2496	82.29166667%	[80.7448%, 83.7393%]
2497	82.29875851%	[80.7524%, 83.7459%]
2498	82.30584468%	[80.7600%, 83.7524%]
2499	82.31292517%	[80.7677%, 83.7590%]
2500	82.32000000%	[80.7753%, 83.7655%]
2501	82.28708517%	[80.7417%, 83.7335%]
2502	82.29416467%	[80.7493%, 83.7400%]
2503	82.30123851%	[80.7569%, 83.7466%]
2504	82.30830671%	[80.7645%, 83.7531%]
2505	82.31536926%	[80.7721%, 83.7597%]
2506	82.32242618%	[80.7797%, 83.7662%]
2507	82.32947746%	[80.7873%, 83.7727%]
2508	82.33652313%	[80.7949%, 83.7793%]
2509	82.34356317%	[80.8025%, 83.7858%]
2510	82.35059761%	[80.8100%, 83.7923%]
2511	82.35762644%	[80.8176%, 83.7988%]
2512	82.36464968%	[80.8252%, 83.8053%]
2513	82.37166733%	[80.8327%, 83.8118%]
2514	82.37867940%	[80.8403%, 83.8183%]
2515	82.38568588%	[80.8478%, 83.8248%]
2516	82.35294118%	[80.8143%, 83.7929%]
2517	82.35995232%	[80.8219%, 83.7994%]
2518	82.36695790%	[80.8294%, 83.8059%]
2519	82.37395792%	[80.8370%, 83.8124%]
2520	82.38095238%	[80.8445%, 83.8188%]
2521	82.38794129%	[80.8520%, 83.8253%]
2522	82.39492466%	[80.8595%, 83.8318%]
2523	82.36226714%	[80.8262%, 83.8000%]
2524	82.36925515%	[80.8337%, 83.8064%]
2525	82.37623762%	[80.8412%, 83.8129%]
2526	82.38321457%	[80.8487%, 83.8194%]
2527	82.39018599%	[80.8562%, 83.8258%]
2528	82.39715190%	[80.8637%, 83.8323%]
2529	82.40411230%	[80.8712%, 83.8387%]
2530	82.37154150%	[80.8379%, 83.8070%]
2531	82.37850652%	[80.8454%, 83.8135%]
2532	82.34597156%	[80.8122%, 83.7818%]
2533	82.35294118%	[80.8197%, 83.7882%]
2534	82.35990529%	[80.8272%, 83.7947%]
2535	82.36686391%	[80.8347%, 83.8011%]
2536	82.37381703%	[80.8421%, 83.8076%]
2537	82.38076468%	[80.8496%, 83.8140%]
2538	82.38770686%	[80.8571%, 83.8204%]
2539	82.35525798%	[80.8239%, 83.7888%]
2540	82.36220472%	[80.8314%, 83.7953%]
2541	82.36914601%	[80.8389%, 83.8017%]
2542	82.37608183%	[80.8463%, 83.8081%]
2543	82.38301219%	[80.8538%, 83.8145%]
2544	82.38993711%	[80.8613%, 83.8209%]
2545	82.39685658%	[80.8687%, 83.8274%]
2546	82.40377062%	[80.8761%, 83.8338%]
2547	82.41067923%	[80.8836%, 83.8402%]
2548	82.41758242%	[80.8910%, 83.8466%]
2549	82.42448019%	[80.8984%, 83.8529%]
2550	82.43137255%	[80.9059%, 83.8593%]
2551	82.43825951%	[80.9133%, 83.8657%]
2552	82.44514107%	[80.9207%, 83.8721%]
2553	82.45201723%	[80.9281%, 83.8784%]
2554	82.45888802%	[80.9355%, 83.8848%]
2555	82.46575342%	[80.9429%, 83.8912%]
2556	82.43348983%	[80.9099%, 83.8598%]
2557	82.40125147%	[80.8769%, 83.8284%]
2558	82.36903831%	[80.8440%, 83.7970%]
2559	82.37592810%	[80.8514%, 83.8034%]
2560	82.38281250%	[80.8588%, 83.8097%]
2561	82.35064428%	[80.8260%, 83.7784%]
2562	82.35753318%	[80.8334%, 83.7848%]
2563	82.36441670%	[80.8408%, 83.7912%]
2564	82.33229329%	[80.8080%, 83.7599%]
2565	82.30019493%	[80.7752%, 83.7286%]
2566	82.30709275%	[80.7826%, 83.7350%]
2567	82.31398520%	[80.7900%, 83.7414%]
2568	82.32087227%	[80.7974%, 83.7478%]
2569	82.32775399%	[80.8048%, 83.7542%]
2570	82.33463035%	[80.8122%, 83.7605%]
2571	82.34150136%	[80.8196%, 83.7669%]
